-4.800999999999999801e+01 -4.745000000000000284e+01 -4.671999999999999886e+01 -4.610999999999999943e+01 -4.529999999999999716e+01 -4.421000000000000085e+01 -4.303000000000000114e+01 -4.163000000000000256e+01 -4.000000000000000000e+01 -3.747999999999999687e+01 -3.546999999999999886e+01 -3.399000000000000199e+01 -3.306000000000000227e+01 -3.217999999999999972e+01 -3.189999999999999858e+01 -3.173999999999999844e+01 -3.169000000000000128e+01 -3.162000000000000099e+01 -3.151999999999999957e+01 -3.117999999999999972e+01 -3.073000000000000043e+01 -3.035999999999999943e+01 -3.007999999999999829e+01 -3.014000000000000057e+01 -3.035000000000000142e+01 -3.146999999999999886e+01 -3.349000000000000199e+01 -3.568999999999999773e+01 -3.784000000000000341e+01 -3.882999999999999829e+01 -3.864999999999999858e+01 -4.060000000000000142e+01 -4.235999999999999943e+01 -4.449000000000000199e+01 -4.718999999999999773e+01 -5.095000000000000284e+01 -5.575999999999999801e+01 -6.050999999999999801e+01 -6.540000000000000568e+01 -7.032999999999999829e+01 -7.531000000000000227e+01 -7.873000000000000398e+01 -8.173000000000000398e+01 -8.354000000000000625e+01 -8.535999999999999943e+01 -8.612999999999999545e+01 -8.687999999999999545e+01 -8.732999999999999829e+01 -8.748000000000000398e+01 -8.851999999999999602e+01 -8.870999999999999375e+01 -8.876000000000000512e+01 -8.898000000000000398e+01 -8.931999999999999318e+01 -8.979000000000000625e+01 -9.006999999999999318e+01 -9.076999999999999602e+01 -9.118000000000000682e+01 -9.171999999999999886e+01 -9.223000000000000398e+01 -9.270000000000000284e+01 -9.303000000000000114e+01 -9.356999999999999318e+01 -9.406000000000000227e+01 -9.451999999999999602e+01 -9.490999999999999659e+01 -9.535999999999999943e+01 -9.562000000000000455e+01 -9.568999999999999773e+01 -9.550000000000000000e+01 -9.481000000000000227e+01 -9.465000000000000568e+01 -9.404999999999999716e+01 -9.364000000000000057e+01 -9.342000000000000171e+01 -9.331000000000000227e+01 -9.318999999999999773e+01 -9.298999999999999488e+01 -9.287999999999999545e+01 -9.271999999999999886e+01 -9.229999999999999716e+01 -9.196999999999999886e+01 -9.173000000000000398e+01 -9.171999999999999886e+01
-4.499000000000000199e+01 -4.450000000000000000e+01 -4.377000000000000313e+01 -4.299000000000000199e+01 -4.218999999999999773e+01 -4.132999999999999829e+01 -4.014999999999999858e+01 -3.893999999999999773e+01 -3.731000000000000227e+01 -3.617000000000000171e+01 -3.414999999999999858e+01 -3.267999999999999972e+01 -3.173999999999999844e+01 -3.117999999999999972e+01 -3.089999999999999858e+01 -3.057999999999999829e+01 -3.053000000000000114e+01 -3.051999999999999957e+01 -3.042000000000000171e+01 -3.019999999999999929e+01 -2.975000000000000000e+01 -2.937999999999999901e+01 -2.908999999999999986e+01 -2.885000000000000142e+01 -2.905999999999999872e+01 -3.023000000000000043e+01 -3.225000000000000000e+01 -3.421999999999999886e+01 -3.638000000000000256e+01 -3.736999999999999744e+01 -3.717999999999999972e+01 -3.703000000000000114e+01 -3.878999999999999915e+01 -4.110999999999999943e+01 -4.381000000000000227e+01 -4.757000000000000028e+01 -5.238000000000000256e+01 -5.729999999999999716e+01 -6.218999999999999773e+01 -6.712999999999999545e+01 -7.209999999999999432e+01 -7.589000000000000057e+01 -7.889000000000000057e+01 -8.189000000000000057e+01 -8.370999999999999375e+01 -8.559999999999999432e+01 -8.634000000000000341e+01 -8.648000000000000398e+01 -8.662999999999999545e+01 -8.671999999999999886e+01 -8.690999999999999659e+01 -8.710999999999999943e+01 -8.731999999999999318e+01 -8.798000000000000398e+01 -8.845000000000000284e+01 -8.903000000000000114e+01 -8.973000000000000398e+01 -9.051999999999999602e+01 -9.106000000000000227e+01 -9.164000000000000057e+01 -9.210999999999999943e+01 -9.260999999999999943e+01 -9.315000000000000568e+01 -9.365000000000000568e+01 -9.410999999999999943e+01 -9.446999999999999886e+01 -9.490999999999999659e+01 -9.517000000000000171e+01 -9.525000000000000000e+01 -9.462000000000000455e+01 -9.393000000000000682e+01 -9.332999999999999829e+01 -9.273999999999999488e+01 -9.251999999999999602e+01 -9.229999999999999716e+01 -9.212000000000000455e+01 -9.201000000000000512e+01 -9.189000000000000057e+01 -9.179000000000000625e+01 -9.135999999999999943e+01 -9.093999999999999773e+01 -9.060999999999999943e+01 -9.037000000000000455e+01 -9.048999999999999488e+01
-4.189999999999999858e+01 -4.140999999999999659e+01 -4.079999999999999716e+01 -4.003000000000000114e+01 -3.950000000000000000e+01 -3.864000000000000057e+01 -3.784000000000000341e+01 -3.661999999999999744e+01 -3.552000000000000313e+01 -3.438000000000000256e+01 -3.321000000000000085e+01 -3.173000000000000043e+01 -3.098000000000000043e+01 -3.042000000000000171e+01 -3.005000000000000071e+01 -2.973000000000000043e+01 -2.935000000000000142e+01 -2.933999999999999986e+01 -2.976499999999999773e+02 -2.981600000000000250e+02 -2.986899999999999977e+02 -2.992699999999999818e+02 -2.998600000000000136e+02 -3.005099999999999909e+02 -3.011800000000000068e+02 -3.018199999999999932e+02 -3.024100000000000250e+02 -3.029399999999999977e+02 -3.489999999999999858e+01 -3.589000000000000057e+01 -3.493999999999999773e+01 -3.478999999999999915e+01 -3.543999999999999773e+01 -3.775999999999999801e+01 -4.065999999999999659e+01 -4.440999999999999659e+01 -4.989000000000000057e+01 -5.481000000000000227e+01 -5.917000000000000171e+01 -6.410999999999999943e+01 -6.868000000000000682e+01 -7.245999999999999375e+01 -7.664000000000000057e+01 -7.962999999999999545e+01 -8.248000000000000398e+01 -8.435999999999999943e+01 -8.529000000000000625e+01 -8.543000000000000682e+01 -8.495999999999999375e+01 -8.504999999999999716e+01 -8.506999999999999318e+01 -8.526999999999999602e+01 -8.581999999999999318e+01 -8.648000000000000398e+01 -8.725000000000000000e+01 -8.782999999999999829e+01 -8.864000000000000057e+01 -8.943000000000000682e+01 -9.020999999999999375e+01 -9.079000000000000625e+01 -9.140999999999999659e+01 -9.190999999999999659e+01 -9.245999999999999375e+01 -9.296999999999999886e+01 -9.340999999999999659e+01 -9.376000000000000512e+01 -9.404000000000000625e+01 -9.429999999999999716e+01 -9.373000000000000398e+01 -9.309999999999999432e+01 -9.215000000000000568e+01 -9.154999999999999716e+01 -9.129999999999999716e+01 -9.109000000000000341e+01 -9.125000000000000000e+01 -9.107999999999999829e+01 -9.112999999999999545e+01 -9.101999999999999602e+01 -9.073000000000000398e+01 -9.031000000000000227e+01 -8.956000000000000227e+01 -8.923000000000000398e+01 -8.925000000000000000e+01 -8.937000000000000455e+01
-3.875999999999999801e+01 -3.839999999999999858e+01 -3.778999999999999915e+01 -3.760000000000000142e+01 -3.707000000000000028e+01 -3.663000000000000256e+01 -3.582000000000000028e+01 -3.486999999999999744e+01 -3.375999999999999801e+01 -3.282000000000000028e+01 -3.164000000000000057e+01 -3.087999999999999901e+01 -3.012999999999999901e+01 -2.966000000000000014e+01 -2.930000000000000071e+01 -2.892999999999999972e+01 -2.855000000000000071e+01 -2.832000000000000028e+01 -2.992200000000000273e+02 -2.997099999999999795e+02 -3.002400000000000091e+02 -3.007699999999999818e+02 -3.013600000000000136e+02 -3.020000000000000000e+02 -3.026700000000000159e+02 -3.033000000000000114e+02 -3.038899999999999864e+02 -3.044200000000000159e+02 -3.311999999999999744e+01 -3.418999999999999773e+01 -3.325000000000000000e+01 -3.310000000000000142e+01 -3.374000000000000199e+01 -3.509000000000000341e+01 -3.799000000000000199e+01 -4.224000000000000199e+01 -4.771999999999999886e+01 -5.260999999999999943e+01 -5.696000000000000085e+01 -6.057999999999999829e+01 -6.515000000000000568e+01 -6.953000000000000114e+01 -7.370000000000000284e+01 -7.720999999999999375e+01 -8.004999999999999716e+01 -8.248000000000000398e+01 -8.340999999999999659e+01 -8.381000000000000227e+01 -8.334000000000000341e+01 -8.312000000000000455e+01 -8.314000000000000057e+01 -8.376000000000000512e+01 -8.431999999999999318e+01 -8.498000000000000398e+01 -8.573999999999999488e+01 -8.671999999999999886e+01 -8.753000000000000114e+01 -8.837999999999999545e+01 -8.915000000000000568e+01 -8.984999999999999432e+01 -9.046999999999999886e+01 -9.104000000000000625e+01 -9.159999999999999432e+01 -9.209000000000000341e+01 -9.253000000000000114e+01 -9.290000000000000568e+01 -9.318000000000000682e+01 -9.315000000000000568e+01 -9.256999999999999318e+01 -9.204999999999999716e+01 -9.109999999999999432e+01 -9.050000000000000000e+01 -9.025000000000000000e+01 -9.031999999999999318e+01 -9.048999999999999488e+01 -9.051000000000000512e+01 -9.056000000000000227e+01 -9.034000000000000341e+01 -9.006000000000000227e+01 -8.954999999999999716e+01 -8.879999999999999716e+01 -8.854999999999999716e+01 -8.856999999999999318e+01 -8.881000000000000227e+01
-3.582999999999999829e+01 -3.546999999999999886e+01 -3.514000000000000057e+01 -3.495000000000000284e+01 -3.489999999999999858e+01 -3.446000000000000085e+01 -3.410000000000000142e+01 -3.314999999999999858e+01 -3.242000000000000171e+01 -3.148000000000000043e+01 -3.069999999999999929e+01 -2.994000000000000128e+01 -2.928999999999999915e+01 -2.882000000000000028e+01 -2.855000000000000071e+01 -2.817999999999999972e+01 -2.999200000000000159e+02 -3.003399999999999750e+02 -3.007900000000000205e+02 -3.012799999999999727e+02 -3.017799999999999727e+02 -3.023100000000000023e+02 -3.028799999999999955e+02 -3.035099999999999909e+02 -3.041499999999999773e+02 -3.047699999999999818e+02 -3.053799999999999955e+02 -3.059100000000000250e+02 -3.063799999999999955e+02 -3.068500000000000227e+02 -3.210000000000000142e+01 -3.194999999999999929e+01 -3.176000000000000156e+01 -3.310999999999999943e+01 -3.614000000000000057e+01 -4.039000000000000057e+01 -4.579999999999999716e+01 -5.067999999999999972e+01 -5.461999999999999744e+01 -5.822999999999999687e+01 -6.152000000000000313e+01 -6.590000000000000568e+01 -7.009000000000000341e+01 -7.359999999999999432e+01 -7.706000000000000227e+01 -7.948999999999999488e+01 -8.089000000000000057e+01 -8.129000000000000625e+01 -8.115999999999999659e+01 -8.093000000000000682e+01 -8.134999999999999432e+01 -8.196999999999999886e+01 -8.279999999999999716e+01 -8.345999999999999375e+01 -8.440000000000000568e+01 -8.537999999999999545e+01 -8.639000000000000057e+01 -8.723999999999999488e+01 -8.812999999999999545e+01 -8.881999999999999318e+01 -8.943000000000000682e+01 -9.000000000000000000e+01 -9.054999999999999716e+01 -9.104000000000000625e+01 -9.151999999999999602e+01 -9.189000000000000057e+01 -9.218000000000000682e+01 -9.214000000000000057e+01 -9.178000000000000114e+01 -9.126000000000000512e+01 -9.079000000000000625e+01 -9.018999999999999773e+01 -9.015000000000000568e+01 -9.021999999999999886e+01 -9.043999999999999773e+01 -9.045999999999999375e+01 -9.029999999999999716e+01 -9.007999999999999829e+01 -8.957999999999999829e+01 -8.906999999999999318e+01 -8.840999999999999659e+01 -8.817000000000000171e+01 -8.831999999999999318e+01 -8.856000000000000227e+01
-3.290999999999999659e+01 -3.321000000000000085e+01 -3.288000000000000256e+01 -3.274000000000000199e+01 -3.270000000000000284e+01 -3.252000000000000313e+01 -3.215999999999999659e+01 -3.162000000000000099e+01 -3.089999999999999858e+01 -3.023000000000000043e+01 -2.944999999999999929e+01 -2.887999999999999901e+01 -2.821999999999999886e+01 -2.776000000000000156e+01 -2.748999999999999844e+01 -2.721999999999999886e+01 -3.015000000000000000e+02 -3.019200000000000159e+02 -3.023700000000000045e+02 -3.028199999999999932e+02 -3.033199999999999932e+02 -3.038500000000000227e+02 -3.044200000000000159e+02 -3.050000000000000000e+02 -3.056399999999999864e+02 -3.062599999999999909e+02 -3.068700000000000045e+02 -3.073999999999999773e+02 -3.078700000000000045e+02 -3.083399999999999750e+02 -3.007999999999999829e+01 -3.117999999999999972e+01 -3.098999999999999844e+01 -3.202000000000000313e+01 -3.503999999999999915e+01 -3.925999999999999801e+01 -4.467000000000000171e+01 -4.845000000000000284e+01 -5.239000000000000057e+01 -5.600000000000000000e+01 -5.929999999999999716e+01 -6.257999999999999829e+01 -6.676999999999999602e+01 -6.992000000000000171e+01 -7.337000000000000455e+01 -7.609000000000000341e+01 -7.750000000000000000e+01 -7.812999999999999545e+01 -7.800000000000000000e+01 -7.878000000000000114e+01 -7.918999999999999773e+01 -7.993999999999999773e+01 -8.076999999999999602e+01 -8.181999999999999318e+01 -8.276000000000000512e+01 -8.373999999999999488e+01 -8.475000000000000000e+01 -8.595000000000000284e+01 -8.684000000000000341e+01 -8.801999999999999602e+01 -8.862999999999999545e+01 -8.906000000000000227e+01 -8.959999999999999432e+01 -9.010999999999999943e+01 -9.057999999999999829e+01 -9.064000000000000057e+01 -9.093000000000000682e+01 -9.070999999999999375e+01 -9.034000000000000341e+01 -9.029000000000000625e+01 -8.981999999999999318e+01 -8.920999999999999375e+01 -8.918000000000000682e+01 -8.990000000000000568e+01 -9.010999999999999943e+01 -9.014000000000000057e+01 -8.996999999999999886e+01 -8.968999999999999773e+01 -8.920000000000000284e+01 -8.862000000000000455e+01 -8.796999999999999886e+01 -8.782999999999999829e+01 -8.798999999999999488e+01 -8.826999999999999602e+01
-3.067999999999999972e+01 -3.098999999999999844e+01 -3.101999999999999957e+01 -3.087999999999999901e+01 -3.094999999999999929e+01 -3.076999999999999957e+01 -3.046000000000000085e+01 -2.992000000000000171e+01 -2.917999999999999972e+01 -2.850000000000000000e+01 -2.789000000000000057e+01 -2.732000000000000028e+01 -2.694000000000000128e+01 -2.646999999999999886e+01 -3.023899999999999864e+02 -3.027300000000000182e+02 -3.030899999999999750e+02 -3.035099999999999909e+02 -3.039399999999999977e+02 -3.043899999999999864e+02 -3.048700000000000045e+02 -3.053999999999999773e+02 -3.059499999999999886e+02 -3.065299999999999727e+02 -3.071499999999999773e+02 -3.077699999999999818e+02 -3.083700000000000045e+02 -3.088999999999999773e+02 -3.093700000000000045e+02 -3.098399999999999750e+02 -3.103000000000000114e+02 -3.107699999999999818e+02 -3.144000000000000128e+01 -3.246999999999999886e+01 -3.471000000000000085e+01 -3.892999999999999972e+01 -4.314000000000000057e+01 -4.692999999999999972e+01 -5.028999999999999915e+01 -5.389999999999999858e+01 -5.628999999999999915e+01 -5.957000000000000028e+01 -6.263000000000000256e+01 -6.576999999999999602e+01 -6.901000000000000512e+01 -7.171999999999999886e+01 -7.370999999999999375e+01 -7.434999999999999432e+01 -7.507999999999999829e+01 -7.584999999999999432e+01 -7.667000000000000171e+01 -7.742000000000000171e+01 -7.850000000000000000e+01 -7.954999999999999716e+01 -8.081999999999999318e+01 -8.179999999999999716e+01 -8.331999999999999318e+01 -8.451999999999999602e+01 -8.592000000000000171e+01 -8.709999999999999432e+01 -8.806999999999999318e+01 -8.850000000000000000e+01 -8.875000000000000000e+01 -8.926000000000000512e+01 -8.909000000000000341e+01 -8.915000000000000568e+01 -8.906000000000000227e+01 -8.882999999999999829e+01 -8.920999999999999375e+01 -8.917000000000000171e+01 -8.815000000000000568e+01 -8.753000000000000114e+01 -8.732999999999999829e+01 -8.804999999999999716e+01 -8.951999999999999602e+01 -8.954000000000000625e+01 -8.937999999999999545e+01 -8.909000000000000341e+01 -8.868999999999999773e+01 -8.812000000000000455e+01 -8.768000000000000682e+01 -8.754000000000000625e+01 -8.776000000000000512e+01 -8.804999999999999716e+01
-2.873000000000000043e+01 -2.901999999999999957e+01 -2.905000000000000071e+01 -2.910000000000000142e+01 -2.916000000000000014e+01 -2.901000000000000156e+01 -2.869999999999999929e+01 -2.816000000000000014e+01 -2.742000000000000171e+01 -2.675000000000000000e+01 -2.614000000000000057e+01 -2.578000000000000114e+01 -2.539999999999999858e+01 -2.521999999999999886e+01 -3.040099999999999909e+02 -3.043500000000000227e+02 -3.047099999999999795e+02 -3.050899999999999750e+02 -3.055199999999999818e+02 -3.059700000000000273e+02 -3.064499999999999886e+02 -3.069499999999999886e+02 -3.075000000000000000e+02 -3.080600000000000023e+02 -3.086700000000000159e+02 -3.092799999999999727e+02 -3.098700000000000045e+02 -3.103999999999999773e+02 -3.108700000000000045e+02 -3.113299999999999841e+02 -3.117900000000000205e+02 -3.122500000000000000e+02 -3.116000000000000014e+01 -3.271999999999999886e+01 -3.496000000000000085e+01 -3.804999999999999716e+01 -4.227000000000000313e+01 -4.517000000000000171e+01 -4.852000000000000313e+01 -5.124000000000000199e+01 -5.361999999999999744e+01 -5.634000000000000341e+01 -5.939999999999999858e+01 -6.200000000000000000e+01 -6.523000000000000398e+01 -6.745999999999999375e+01 -6.943999999999999773e+01 -7.098999999999999488e+01 -7.171999999999999886e+01 -7.243000000000000682e+01 -7.325000000000000000e+01 -7.420000000000000284e+01 -7.528000000000000114e+01 -7.634000000000000341e+01 -7.760999999999999943e+01 -7.904000000000000625e+01 -8.056000000000000227e+01 -8.201999999999999602e+01 -8.340999999999999659e+01 -8.409000000000000341e+01 -8.506000000000000227e+01 -8.401999999999999602e+01 -8.426999999999999602e+01 -8.073999999999999488e+01 -8.056999999999999318e+01 -8.026000000000000512e+01 -8.018000000000000682e+01 -8.031999999999999318e+01 -8.070000000000000284e+01 -8.132999999999999829e+01 -8.031000000000000227e+01 -7.965999999999999659e+01 -7.945000000000000284e+01 -8.556999999999999318e+01 -8.704000000000000625e+01 -8.768999999999999773e+01 -8.751999999999999602e+01 -8.818999999999999773e+01 -8.779000000000000625e+01 -8.759000000000000341e+01 -8.715000000000000568e+01 -8.704000000000000625e+01 -8.726000000000000512e+01 -8.760999999999999943e+01
-2.707000000000000028e+01 -2.735999999999999943e+01 -2.735000000000000142e+01 -2.739999999999999858e+01 -2.739999999999999858e+01 -2.725000000000000000e+01 -2.683999999999999986e+01 -2.630000000000000071e+01 -2.564000000000000057e+01 -2.496000000000000085e+01 -2.462999999999999901e+01 -2.428000000000000114e+01 -2.405999999999999872e+01 -2.387999999999999901e+01 -3.056299999999999955e+02 -3.059700000000000273e+02 -3.063199999999999932e+02 -3.066899999999999977e+02 -3.071000000000000227e+02 -3.075500000000000114e+02 -3.080199999999999818e+02 -3.085199999999999818e+02 -3.090400000000000205e+02 -3.095899999999999750e+02 -3.101899999999999977e+02 -3.107900000000000205e+02 -3.113799999999999955e+02 -3.119100000000000250e+02 -3.123799999999999955e+02 -3.128399999999999750e+02 -3.132799999999999727e+02 -3.137500000000000000e+02 -3.121999999999999886e+01 -3.278000000000000114e+01 -3.472999999999999687e+01 -3.781000000000000227e+01 -4.075000000000000000e+01 -4.364999999999999858e+01 -4.650999999999999801e+01 -4.922999999999999687e+01 -5.131000000000000227e+01 -5.403000000000000114e+01 -5.599000000000000199e+01 -5.857999999999999829e+01 -6.106000000000000227e+01 -6.329999999999999716e+01 -6.534999999999999432e+01 -6.690000000000000568e+01 -6.793999999999999773e+01 -6.864000000000000057e+01 -6.932999999999999829e+01 -7.028000000000000114e+01 -7.112999999999999545e+01 -7.218999999999999773e+01 -7.342000000000000171e+01 -7.484999999999999432e+01 -7.648000000000000398e+01 -7.793999999999999773e+01 -7.832999999999999829e+01 -7.901000000000000512e+01 -7.665999999999999659e+01 -7.562000000000000455e+01 -7.175000000000000000e+01 -6.821999999999999886e+01 -6.501999999999999602e+01 -6.471999999999999886e+01 -6.428000000000000114e+01 -6.443000000000000682e+01 -6.670999999999999375e+01 -6.734000000000000341e+01 -6.623000000000000398e+01 -6.557999999999999829e+01 -6.951999999999999602e+01 -7.562999999999999545e+01 -8.393000000000000682e+01 -8.457999999999999829e+01 -8.631999999999999318e+01 -8.698999999999999488e+01 -8.673000000000000398e+01 -8.653000000000000114e+01 -8.637999999999999545e+01 -8.626999999999999602e+01 -8.662000000000000455e+01 -8.696999999999999886e+01
-2.569000000000000128e+01 -2.587999999999999901e+01 -2.587000000000000099e+01 -2.578999999999999915e+01 -2.578999999999999915e+01 -2.558999999999999986e+01 -2.517999999999999972e+01 -2.476999999999999957e+01 -2.410999999999999943e+01 -2.367999999999999972e+01 -2.335000000000000142e+01 -2.298999999999999844e+01 -2.276000000000000156e+01 -2.257999999999999829e+01 -3.072699999999999818e+02 -3.075799999999999841e+02 -3.079200000000000159e+02 -3.082900000000000205e+02 -3.086899999999999977e+02 -3.091299999999999955e+02 -3.095899999999999750e+02 -3.100699999999999932e+02 -3.105899999999999750e+02 -3.111200000000000045e+02 -3.117099999999999795e+02 -3.123100000000000023e+02 -3.128999999999999773e+02 -3.134200000000000159e+02 -3.138999999999999773e+02 -3.143500000000000227e+02 -3.147900000000000205e+02 -3.152400000000000091e+02 -2.976000000000000156e+01 -3.192000000000000171e+01 -3.386999999999999744e+01 -3.609000000000000341e+01 -3.903000000000000114e+01 -4.192999999999999972e+01 -4.478999999999999915e+01 -4.721000000000000085e+01 -4.928999999999999915e+01 -5.109000000000000341e+01 -5.304999999999999716e+01 -5.527000000000000313e+01 -5.775000000000000000e+01 -5.961999999999999744e+01 -6.167999999999999972e+01 -6.296000000000000085e+01 -6.400000000000000000e+01 -6.485999999999999943e+01 -6.554000000000000625e+01 -6.575000000000000000e+01 -6.659999999999999432e+01 -6.764000000000000057e+01 -6.885999999999999943e+01 -6.970999999999999375e+01 -7.134000000000000341e+01 -6.715000000000000568e+01 -6.754000000000000625e+01 -6.465000000000000568e+01 -6.231000000000000227e+01 -5.928999999999999915e+01 -5.542000000000000171e+01 -5.189000000000000057e+01 -4.870000000000000284e+01 -4.777000000000000313e+01 -4.732999999999999829e+01 -4.872999999999999687e+01 -5.102000000000000313e+01 -5.160000000000000142e+01 -5.050000000000000000e+01 -5.439999999999999858e+01 -5.834000000000000341e+01 -6.559000000000000341e+01 -7.387999999999999545e+01 -7.890000000000000568e+01 -8.064000000000000057e+01 -8.581000000000000227e+01 -8.556000000000000227e+01 -8.534999999999999432e+01 -8.520000000000000284e+01 -8.564000000000000057e+01 -8.598999999999999488e+01 -8.640999999999999659e+01
