,OBS_77_L0
2018-09-20 00:00:00.000000,0.33
2018-09-20 00:15:00.000003,0.04863954877043948
2018-09-20 00:29:59.999997,0.05405413119390651
2018-09-20 00:45:00.000000,0.04917393896710073
2018-09-20 01:00:00.000003,0.05574565848700285
2018-09-20 01:14:59.999997,0.05677412614842917
2018-09-20 01:30:00.000000,0.05771271235512868
2018-09-20 01:45:00.000003,0.0623877120366443
2018-09-20 01:59:59.999997,0.06107367423328919
2018-09-20 02:15:00.000000,0.06720109167470871
2018-09-20 02:30:00.000003,0.06238689159358739
2018-09-20 02:44:59.999997,0.0399730806125345
2018-09-20 03:00:00.000000,-0.05164036170774945
2018-09-20 03:15:00.000003,-0.1761080777196268
2018-09-20 03:29:59.999997,-0.3577087655873987
2018-09-20 03:45:00.000000,-0.5506614052208294
2018-09-20 04:00:00.000003,-0.7066819033791901
2018-09-20 04:14:59.999997,-0.8763539024034555
2018-09-20 04:30:00.000000,-1.00349938493689
2018-09-20 04:45:00.000003,-1.13518471490637
2018-09-20 04:59:59.999997,-1.236227724027697
2018-09-20 05:15:00.000000,-1.337897120344235
2018-09-20 05:30:00.000003,-1.440409673128849
2018-09-20 05:44:59.999997,-1.508671363541915
2018-09-20 06:00:00.000000,-1.589348695718823
2018-09-20 06:15:00.000003,-1.636665529812989
2018-09-20 06:29:59.999997,-1.698205246540543
2018-09-20 06:45:00.000000,-1.728824504159501
2018-09-20 07:00:00.000003,-1.742119650719182
2018-09-20 07:14:59.999997,-1.742077034218035
2018-09-20 07:30:00.000000,-1.695257588006674
2018-09-20 07:45:00.000003,-1.583226292131392
2018-09-20 07:59:59.999997,-1.422260345652445
2018-09-20 08:15:00.000000,-1.221491634358897
2018-09-20 08:30:00.000003,-0.9953054172354623
2018-09-20 08:44:59.999997,-0.7520649234659257
2018-09-20 09:00:00.000000,-0.5139413960416672
2018-09-20 09:15:00.000003,-0.273805682074209
2018-09-20 09:29:59.999997,-0.03249605599300775
2018-09-20 09:45:00.000000,0.2365994227951599
2018-09-20 10:00:00.000003,0.5002023846975447
2018-09-20 10:14:59.999997,0.766537612953473
2018-09-20 10:30:00.000000,1.024331896977015
2018-09-20 10:45:00.000003,1.270518826247786
2018-09-20 10:59:59.999997,1.508609034932152
2018-09-20 11:15:00.000000,1.742009903025441
2018-09-20 11:30:00.000003,1.964861527567288
2018-09-20 11:44:59.999997,2.156412911403686
2018-09-20 12:00:00.000000,2.353871980927499
2018-09-20 12:15:00.000003,2.475436976991917
2018-09-20 12:29:59.999997,2.5580388407258
2018-09-20 12:45:00.000000,2.53468692461411
2018-09-20 13:00:00.000003,2.524561543637431
2018-09-20 13:14:59.999997,2.40360948367266
2018-09-20 13:30:00.000000,2.269976707146821
2018-09-20 13:45:00.000003,2.061877365452619
2018-09-20 13:59:59.999997,1.815397507282806
2018-09-20 14:15:00.000000,1.528348308028724
2018-09-20 14:30:00.000003,1.213037714832262
2018-09-20 14:44:59.999997,0.8883098534020736
2018-09-20 15:00:00.000000,0.5660969721031281
2018-09-20 15:15:00.000003,0.2442535890296461
2018-09-20 15:29:59.999997,-0.06680910178492949
2018-09-20 15:45:00.000000,-0.3724195857393934
2018-09-20 16:00:00.000003,-0.6817684517970921
2018-09-20 16:14:59.999997,-0.99250906307723
2018-09-20 16:30:00.000000,-1.317020442384818
2018-09-20 16:45:00.000003,-1.645299934362547
2018-09-20 16:59:59.999997,-1.976575363675857
2018-09-20 17:15:00.000000,-2.297984624410021
2018-09-20 17:30:00.000003,-2.594543080649392
2018-09-20 17:44:59.999997,-2.864656716158014
2018-09-20 18:00:00.000000,-3.095579119282855
2018-09-20 18:15:00.000003,-3.287726597124905
2018-09-20 18:29:59.999997,-3.427631316957734
2018-09-20 18:45:00.000000,-3.50914717075713
2018-09-20 19:00:00.000003,-3.518144735983992
2018-09-20 19:14:59.999997,-3.457282176488375
2018-09-20 19:30:00.000000,-3.326669907650995
2018-09-20 19:45:00.000003,-3.131916692687011
2018-09-20 19:59:59.999997,-2.886231325476854
2018-09-20 20:15:00.000000,-2.613038716693677
2018-09-20 20:30:00.000003,-2.308366338413606
2018-09-20 20:44:59.999997,-1.986405942621765
2018-09-20 21:00:00.000000,-1.654380408302473
2018-09-20 21:15:00.000003,-1.281343584702716
2018-09-20 21:29:59.999997,-0.9117282875166579
2018-09-20 21:45:00.000000,-0.5182493538318371
2018-09-20 22:00:00.000003,-0.1187665604325689
2018-09-20 22:14:59.999997,0.2934423386600343
2018-09-20 22:30:00.000000,0.717111532013895
2018-09-20 22:45:00.000003,1.135434275361181
2018-09-20 22:59:59.999997,1.565041643722451
2018-09-20 23:15:00.000000,1.958248038353307
2018-09-20 23:30:00.000003,2.362101699970372
2018-09-20 23:44:59.999997,2.706468662897046
2018-09-21 00:00:00.000000,3.001590752013938
2018-09-21 00:15:00.000003,3.242835960784166
2018-09-21 00:29:59.999997,3.500157901095385
2018-09-21 00:45:00.000000,3.600894299390399
2018-09-21 01:00:00.000003,3.732797546968158
2018-09-21 01:14:59.999997,3.697196127400943
2018-09-21 01:30:00.000000,3.630832447692362
2018-09-21 01:45:00.000003,3.488379279202727
2018-09-21 01:59:59.999997,3.309731969756761
2018-09-21 02:15:00.000000,3.069349967802547
2018-09-21 02:30:00.000003,2.772924107495623
2018-09-21 02:44:59.999997,2.46023940440952
2018-09-21 03:00:00.000000,2.088488146656111
2018-09-21 03:15:00.000003,1.710646175802382
2018-09-21 03:29:59.999997,1.31024467099361
2018-09-21 03:45:00.000000,0.8909376655158725
2018-09-21 04:00:00.000003,0.4705460636789487
2018-09-21 04:14:59.999997,0.04144384801590782
2018-09-21 04:30:00.000000,-0.3922291881377411
2018-09-21 04:45:00.000003,-0.8178112083219493
2018-09-21 04:59:59.999997,-1.255040190667346
2018-09-21 05:15:00.000000,-1.666743344567075
2018-09-21 05:30:00.000003,-2.093203466087847
2018-09-21 05:44:59.999997,-2.476805656955016
2018-09-21 06:00:00.000000,-2.847296760095268
2018-09-21 06:15:00.000003,-3.188551924452371
2018-09-21 06:29:59.999997,-3.487209792350683
2018-09-21 06:45:00.000000,-3.749012161103723
2018-09-21 07:00:00.000003,-3.957621127208358
2018-09-21 07:14:59.999997,-4.102509355088042
2018-09-21 07:30:00.000000,-4.183421889730963
2018-09-21 07:45:00.000003,-4.18652418614435
2018-09-21 07:59:59.999997,-4.126085514016855
2018-09-21 08:15:00.000000,-3.983345885747188
2018-09-21 08:30:00.000003,-3.781400534682923
2018-09-21 08:44:59.999997,-3.519016787924328
2018-09-21 09:00:00.000000,-3.217963296268765
2018-09-21 09:15:00.000003,-2.882585364067108
2018-09-21 09:29:59.999997,-2.530608050597912
2018-09-21 09:45:00.000000,-2.151611536767255
2018-09-21 10:00:00.000003,-1.769992898189317
2018-09-21 10:14:59.999997,-1.35648635422587
2018-09-21 10:30:00.000000,-0.9205137152702004
2018-09-21 10:45:00.000003,-0.5106574259216701
2018-09-21 10:59:59.999997,-0.06963253498117787
2018-09-21 11:15:00.000000,0.3659332891168409
2018-09-21 11:30:00.000003,0.8139277129074266
2018-09-21 11:44:59.999997,1.252115699715865
2018-09-21 12:00:00.000000,1.678241148685121
2018-09-21 12:15:00.000003,2.064553578666126
2018-09-21 12:29:59.999997,2.429447735618454
2018-09-21 12:45:00.000000,2.708719935501045
2018-09-21 13:00:00.000003,2.974700578016642
2018-09-21 13:14:59.999997,3.167030560884327
2018-09-21 13:30:00.000000,3.285651687252284
2018-09-21 13:45:00.000003,3.333260956859162
2018-09-21 13:59:59.999997,3.297519602145927
2018-09-21 14:15:00.000000,3.179546786555175
2018-09-21 14:30:00.000003,3.022806296815975
2018-09-21 14:44:59.999997,2.807939370253346
2018-09-21 15:00:00.000000,2.549078734088042
2018-09-21 15:15:00.000003,2.247825539395247
2018-09-21 15:29:59.999997,1.919985989590802
2018-09-21 15:45:00.000000,1.558541104011579
2018-09-21 16:00:00.000003,1.180861285703273
2018-09-21 16:14:59.999997,0.7910021704777009
2018-09-21 16:30:00.000000,0.4172956886317748
2018-09-21 16:45:00.000003,0.03931391919426741
2018-09-21 16:59:59.999997,-0.3480948446604294
2018-09-21 17:15:00.000000,-0.7158346351227812
2018-09-21 17:30:00.000003,-1.122043907274384
2018-09-21 17:44:59.999997,-1.525042534569106
2018-09-21 18:00:00.000000,-1.908178120706941
2018-09-21 18:15:00.000003,-2.303220366119588
2018-09-21 18:29:59.999997,-2.647003351578194
2018-09-21 18:45:00.000000,-2.96920154428649
2018-09-21 19:00:00.000003,-3.246330418747638
2018-09-21 19:14:59.999997,-3.465064833722393
2018-09-21 19:30:00.000000,-3.62904990816594
2018-09-21 19:45:00.000003,-3.728721024239964
2018-09-21 19:59:59.999997,-3.766273317149187
2018-09-21 20:15:00.000000,-3.711146269066445
2018-09-21 20:30:00.000003,-3.600316710486883
2018-09-21 20:44:59.999997,-3.398931574567067
2018-09-21 21:00:00.000000,-3.126372561078893
2018-09-21 21:15:00.000003,-2.821161622259424
2018-09-21 21:29:59.999997,-2.480055675630518
2018-09-21 21:45:00.000000,-2.109519222089628
2018-09-21 22:00:00.000003,-1.74364626946564
2018-09-21 22:14:59.999997,-1.335552710462706
2018-09-21 22:30:00.000000,-0.9133111576533495
2018-09-21 22:45:00.000003,-0.5056563212396997
2018-09-21 22:59:59.999997,-0.06094641986488999
2018-09-21 23:15:00.000000,0.3833465424680563
2018-09-21 23:30:00.000003,0.8543639680637448
2018-09-21 23:44:59.999997,1.317671089473125
2018-09-22 00:00:00.000000,1.780756237516017
2018-09-22 00:15:00.000003,2.213382559253728
2018-09-22 00:29:59.999997,2.638590116397044
2018-09-22 00:45:00.000000,2.990419950671438
2018-09-22 01:00:00.000003,3.355312841959804
2018-09-22 01:14:59.999997,3.62013574723934
2018-09-22 01:30:00.000000,3.861613005448508
2018-09-22 01:45:00.000003,4.010920335950244
2018-09-22 01:59:59.999997,4.066242772191656
2018-09-22 02:15:00.000000,4.030860316144443
2018-09-22 02:30:00.000003,3.905068702566862
2018-09-22 02:44:59.999997,3.75006728609819
2018-09-22 03:00:00.000000,3.514198020105773
2018-09-22 03:15:00.000003,3.23770529939329
2018-09-22 03:29:59.999997,2.924089849593867
2018-09-22 03:45:00.000000,2.554655887312006
2018-09-22 04:00:00.000003,2.166468834311615
2018-09-22 04:14:59.999997,1.757718739595047
2018-09-22 04:30:00.000000,1.333728177918558
2018-09-22 04:45:00.000003,0.9010317956782337
2018-09-22 04:59:59.999997,0.4554648448496594
2018-09-22 05:15:00.000000,0.008865776065667859
2018-09-22 05:30:00.000003,-0.4351737589445008
2018-09-22 05:44:59.999997,-0.8881348476558513
2018-09-22 06:00:00.000000,-1.328897969151819
2018-09-22 06:15:00.000003,-1.763508690295949
2018-09-22 06:29:59.999997,-2.173650302220627
2018-09-22 06:45:00.000000,-2.559653476105213
2018-09-22 07:00:00.000003,-2.915054105663464
2018-09-22 07:14:59.999997,-3.224045435972307
2018-09-22 07:30:00.000000,-3.497000995066612
2018-09-22 07:45:00.000003,-3.713152703404423
2018-09-22 07:59:59.999997,-3.871390921938972
2018-09-22 08:15:00.000000,-3.962900152190302
2018-09-22 08:30:00.000003,-3.976847485729571
2018-09-22 08:44:59.999997,-3.915492735687602
2018-09-22 09:00:00.000000,-3.774712863642387
2018-09-22 09:15:00.000003,-3.556852046585063
2018-09-22 09:29:59.999997,-3.277536861809287
2018-09-22 09:45:00.000000,-2.949573393392673
2018-09-22 10:00:00.000003,-2.592195179037478
2018-09-22 10:14:59.999997,-2.212253618782848
2018-09-22 10:30:00.000000,-1.80280559514127
2018-09-22 10:45:00.000003,-1.37687910579545
2018-09-22 10:59:59.999997,-0.9139509815188815
2018-09-22 11:15:00.000000,-0.4753543322630925
2018-09-22 11:30:00.000003,-0.01156159024091254
2018-09-22 11:44:59.999997,0.4563088989578943
2018-09-22 12:00:00.000000,0.9228127197905539
2018-09-22 12:15:00.000003,1.394102508938533
2018-09-22 12:29:59.999997,1.85915957521571
2018-09-22 12:45:00.000000,2.287233729757177
2018-09-22 13:00:00.000003,2.704783784476328
2018-09-22 13:14:59.999997,3.017783747995376
2018-09-22 13:30:00.000000,3.379980025241612
2018-09-22 13:45:00.000003,3.593845107942171
2018-09-22 13:59:59.999997,3.786889525045123
2018-09-22 14:15:00.000000,3.899403579977303
2018-09-22 14:30:00.000003,3.910154312936212
2018-09-22 14:44:59.999997,3.850099566260861
2018-09-22 15:00:00.000000,3.701614743824917
2018-09-22 15:15:00.000003,3.525168494051899
2018-09-22 15:29:59.999997,3.264706491235331
2018-09-22 15:45:00.000000,2.972860771961526
2018-09-22 16:00:00.000003,2.639208645178666
2018-09-22 16:14:59.999997,2.262285279087565
2018-09-22 16:30:00.000000,1.866178598685802
2018-09-22 16:45:00.000003,1.442931293408807
2018-09-22 16:59:59.999997,1.018806160726208
2018-09-22 17:15:00.000000,0.574553915950676
2018-09-22 17:30:00.000003,0.1276098805982512
2018-09-22 17:44:59.999997,-0.314820040278991
2018-09-22 18:00:00.000000,-0.757757396987891
2018-09-22 18:15:00.000003,-1.195922356022347
2018-09-22 18:29:59.999997,-1.627578552782893
2018-09-22 18:45:00.000000,-2.04248084035388
2018-09-22 19:00:00.000003,-2.430311226944389
2018-09-22 19:14:59.999997,-2.795531197431445
2018-09-22 19:30:00.000000,-3.118930666045422
2018-09-22 19:45:00.000003,-3.405271814473514
