,OBS_127_L0
2018-09-23 05:44:59.999997,0.0
2018-09-23 06:00:00.000000,0.0
2018-09-23 06:15:00.000003,0.0
2018-09-23 06:29:59.999997,0.0
2018-09-23 06:45:00.000000,0.0
2018-09-23 07:00:00.000003,0.0
2018-09-23 07:14:59.999997,0.0
2018-09-23 07:30:00.000000,0.0
2018-09-23 07:45:00.000003,0.0
2018-09-23 07:59:59.999997,0.0
2018-09-23 08:15:00.000000,0.0
2018-09-23 08:30:00.000003,0.0
2018-09-23 08:44:59.999997,0.0
2018-09-23 09:00:00.000000,0.0
2018-09-23 09:15:00.000003,0.0
2018-09-23 09:29:59.999997,0.0
2018-09-23 09:45:00.000000,0.0
2018-09-23 10:00:00.000003,0.0
2018-09-23 10:14:59.999997,0.0
2018-09-23 10:30:00.000000,0.0
2018-09-23 10:45:00.000003,0.0
2018-09-23 10:59:59.999997,0.0
2018-09-23 11:15:00.000000,0.0
2018-09-23 11:30:00.000003,0.0
2018-09-23 11:44:59.999997,0.0
2018-09-23 12:00:00.000000,0.0
2018-09-23 12:15:00.000003,0.0
2018-09-23 12:29:59.999997,0.0
2018-09-23 12:45:00.000000,0.0
2018-09-23 13:00:00.000003,0.0
2018-09-23 13:14:59.999997,0.0
2018-09-23 13:30:00.000000,0.0
2018-09-23 13:45:00.000003,0.0
2018-09-23 13:59:59.999997,0.0
2018-09-23 14:15:00.000000,0.0
2018-09-23 14:30:00.000003,0.0
2018-09-23 14:44:59.999997,0.0
2018-09-23 15:00:00.000000,0.0
2018-09-23 15:15:00.000003,0.0
2018-09-23 15:29:59.999997,0.0
2018-09-23 15:45:00.000000,0.0
2018-09-23 16:00:00.000003,0.0
2018-09-23 16:14:59.999997,0.0
2018-09-23 16:30:00.000000,0.0
2018-09-23 16:45:00.000003,0.0
2018-09-23 16:59:59.999997,0.0
2018-09-23 17:15:00.000000,0.0
2018-09-23 17:30:00.000003,0.0
2018-09-23 17:44:59.999997,0.0
2018-09-23 18:00:00.000000,0.0
2018-09-23 18:15:00.000003,0.0
2018-09-23 18:29:59.999997,0.0
2018-09-23 18:45:00.000000,0.0
2018-09-23 19:00:00.000003,0.0
2018-09-23 19:14:59.999997,0.0
2018-09-23 19:30:00.000000,0.0
2018-09-23 19:45:00.000003,0.0
2018-09-23 19:59:59.999997,0.0
2018-09-23 20:15:00.000000,0.0
2018-09-23 20:30:00.000003,0.0
2018-09-23 20:44:59.999997,0.0
2018-09-23 21:00:00.000000,0.0
2018-09-23 21:15:00.000003,0.0
2018-09-23 21:29:59.999997,0.0
2018-09-23 21:45:00.000000,0.0
2018-09-23 22:00:00.000003,0.0
2018-09-23 22:14:59.999997,0.0
2018-09-23 22:30:00.000000,0.0
2018-09-23 22:45:00.000003,0.0
2018-09-23 22:59:59.999997,0.0
2018-09-23 23:15:00.000000,0.0
2018-09-23 23:30:00.000003,0.0
2018-09-23 23:44:59.999997,0.0
2018-09-24 00:00:00.000000,0.0
2018-09-24 00:15:00.000003,0.0
2018-09-24 00:29:59.999997,0.0
2018-09-24 00:45:00.000000,0.0
2018-09-24 01:00:00.000003,0.0
2018-09-24 01:14:59.999997,0.0
2018-09-24 01:30:00.000000,0.0
2018-09-24 01:45:00.000003,0.0
2018-09-24 01:59:59.999997,0.0
2018-09-24 02:15:00.000000,0.0
2018-09-24 02:30:00.000003,0.0
2018-09-24 02:44:59.999997,0.0
2018-09-24 03:00:00.000000,0.0
2018-09-24 03:15:00.000003,0.0
2018-09-24 03:29:59.999997,0.0
2018-09-24 03:45:00.000000,0.0
2018-09-24 04:00:00.000003,0.0
2018-09-24 04:14:59.999997,0.0
2018-09-24 04:30:00.000000,0.0
2018-09-24 04:45:00.000003,0.0
2018-09-24 04:59:59.999997,0.0
2018-09-24 05:15:00.000000,0.0
2018-09-24 05:30:00.000003,0.0
2018-09-24 05:44:59.999997,0.0
2018-09-24 06:00:00.000000,0.0
2018-09-24 06:15:00.000003,0.0
2018-09-24 06:29:59.999997,0.0
2018-09-24 06:45:00.000000,0.0
2018-09-24 07:00:00.000003,0.0
2018-09-24 07:14:59.999997,0.0
2018-09-24 07:30:00.000000,0.0
2018-09-24 07:45:00.000003,0.0
2018-09-24 07:59:59.999997,0.0
2018-09-24 08:15:00.000000,0.0
2018-09-24 08:30:00.000003,0.0
2018-09-24 08:44:59.999997,0.0
2018-09-24 09:00:00.000000,0.0
2018-09-24 09:15:00.000003,0.0
2018-09-24 09:29:59.999997,0.0
2018-09-24 09:45:00.000000,0.0
2018-09-24 10:00:00.000003,0.0
2018-09-24 10:14:59.999997,0.0
2018-09-24 10:30:00.000000,0.0
2018-09-24 10:45:00.000003,0.0
2018-09-24 10:59:59.999997,0.0
2018-09-24 11:15:00.000000,0.0
2018-09-24 11:30:00.000003,0.0
2018-09-24 11:44:59.999997,0.0
2018-09-24 12:00:00.000000,0.0
2018-09-24 12:15:00.000003,0.0
2018-09-24 12:29:59.999997,0.0
2018-09-24 12:45:00.000000,0.0
2018-09-24 13:00:00.000003,0.0
2018-09-24 13:14:59.999997,0.0
2018-09-24 13:30:00.000000,0.0
2018-09-24 13:45:00.000003,0.0
2018-09-24 13:59:59.999997,0.0
2018-09-24 14:15:00.000000,0.0
2018-09-24 14:30:00.000003,0.0
2018-09-24 14:44:59.999997,0.0
2018-09-24 15:00:00.000000,0.0
2018-09-24 15:15:00.000003,0.0
2018-09-24 15:29:59.999997,0.0
2018-09-24 15:45:00.000000,0.0
2018-09-24 16:00:00.000003,0.0
2018-09-24 16:14:59.999997,0.0
2018-09-24 16:30:00.000000,0.0
2018-09-24 16:45:00.000003,0.0
2018-09-24 16:59:59.999997,0.0
2018-09-24 17:15:00.000000,0.0
2018-09-24 17:30:00.000003,0.0
2018-09-24 17:44:59.999997,0.0
2018-09-24 18:00:00.000000,0.0
2018-09-24 18:15:00.000003,0.0
2018-09-24 18:29:59.999997,0.0
2018-09-24 18:45:00.000000,0.0
2018-09-24 19:00:00.000003,0.0
2018-09-24 19:14:59.999997,0.0
2018-09-24 19:30:00.000000,0.0
2018-09-24 19:45:00.000003,0.0
2018-09-24 19:59:59.999997,0.0
2018-09-24 20:15:00.000000,0.0
2018-09-24 20:30:00.000003,0.0
2018-09-24 20:44:59.999997,0.0
2018-09-24 21:00:00.000000,0.0
2018-09-24 21:15:00.000003,0.0
2018-09-24 21:29:59.999997,0.0
2018-09-24 21:45:00.000000,0.0
2018-09-24 22:00:00.000003,0.0
2018-09-24 22:14:59.999997,0.0
2018-09-24 22:30:00.000000,0.0
2018-09-24 22:45:00.000003,0.0
2018-09-24 22:59:59.999997,0.0
2018-09-24 23:15:00.000000,0.0
2018-09-24 23:30:00.000003,0.0
2018-09-24 23:44:59.999997,0.0
2018-09-25 00:00:00.000000,0.0
2018-09-25 00:15:00.000003,0.0
2018-09-25 00:29:59.999997,0.0
2018-09-25 00:45:00.000000,0.0
2018-09-25 01:00:00.000003,0.0
2018-09-25 01:14:59.999997,0.0
2018-09-25 01:30:00.000000,0.0
2018-09-25 01:45:00.000003,0.0
2018-09-25 01:59:59.999997,0.0
2018-09-25 02:15:00.000000,0.0
2018-09-25 02:30:00.000003,0.0
2018-09-25 02:44:59.999997,0.0
2018-09-25 03:00:00.000000,0.0
2018-09-25 03:15:00.000003,0.0
2018-09-25 03:29:59.999997,0.0
2018-09-25 03:45:00.000000,0.0
2018-09-25 04:00:00.000003,0.0
2018-09-25 04:14:59.999997,0.0
2018-09-25 04:30:00.000000,0.0
2018-09-25 04:45:00.000003,0.0
2018-09-25 04:59:59.999997,0.0
2018-09-25 05:15:00.000000,0.0
2018-09-25 05:30:00.000003,0.0
2018-09-25 05:44:59.999997,0.0
2018-09-25 06:00:00.000000,0.0
2018-09-25 06:15:00.000003,0.0
2018-09-25 06:29:59.999997,0.0
2018-09-25 06:45:00.000000,0.0
2018-09-25 07:00:00.000003,0.0
2018-09-25 07:14:59.999997,0.0
2018-09-25 07:30:00.000000,0.0
2018-09-25 07:45:00.000003,0.0
2018-09-25 07:59:59.999997,0.0
2018-09-25 08:15:00.000000,0.0
2018-09-25 08:30:00.000003,0.0
2018-09-25 08:44:59.999997,0.0
2018-09-25 09:00:00.000000,0.0
2018-09-25 09:15:00.000003,0.0
2018-09-25 09:29:59.999997,0.0
2018-09-25 09:45:00.000000,0.0
2018-09-25 10:00:00.000003,0.0
2018-09-25 10:14:59.999997,0.0
2018-09-25 10:30:00.000000,0.0
2018-09-25 10:45:00.000003,0.0
2018-09-25 10:59:59.999997,0.0
2018-09-25 11:15:00.000000,0.0
2018-09-25 11:30:00.000003,0.0
2018-09-25 11:44:59.999997,0.0
2018-09-25 12:00:00.000000,0.0
2018-09-25 12:15:00.000003,0.0
2018-09-25 12:29:59.999997,0.0
2018-09-25 12:45:00.000000,0.0
2018-09-25 13:00:00.000003,0.0
2018-09-25 13:14:59.999997,0.0
2018-09-25 13:30:00.000000,0.0
2018-09-25 13:45:00.000003,0.0
2018-09-25 13:59:59.999997,0.0
2018-09-25 14:15:00.000000,0.0
2018-09-25 14:30:00.000003,0.0
2018-09-25 14:44:59.999997,0.0
2018-09-25 15:00:00.000000,0.0
2018-09-25 15:15:00.000003,0.0
2018-09-25 15:29:59.999997,0.0
2018-09-25 15:45:00.000000,0.0
2018-09-25 16:00:00.000003,0.0
2018-09-25 16:14:59.999997,0.0
2018-09-25 16:30:00.000000,0.0
2018-09-25 16:45:00.000003,0.0
2018-09-25 16:59:59.999997,0.0
2018-09-25 17:15:00.000000,0.0
2018-09-25 17:30:00.000003,0.0
2018-09-25 17:44:59.999997,0.0
2018-09-25 18:00:00.000000,0.0
2018-09-25 18:15:00.000003,0.0
2018-09-25 18:29:59.999997,0.0
2018-09-25 18:45:00.000000,0.0
2018-09-25 19:00:00.000003,0.0
2018-09-25 19:14:59.999997,0.0
2018-09-25 19:30:00.000000,0.0
2018-09-25 19:45:00.000003,0.0
2018-09-25 19:59:59.999997,0.0
2018-09-25 20:15:00.000000,0.0
2018-09-25 20:30:00.000003,0.0
2018-09-25 20:44:59.999997,0.0
2018-09-25 21:00:00.000000,0.0
2018-09-25 21:15:00.000003,0.0
2018-09-25 21:29:59.999997,0.0
2018-09-25 21:45:00.000000,0.0
2018-09-25 22:00:00.000003,0.0
2018-09-25 22:14:59.999997,0.0
2018-09-25 22:30:00.000000,0.0
2018-09-25 22:45:00.000003,0.0
2018-09-25 22:59:59.999997,0.0
2018-09-25 23:15:00.000000,0.0
2018-09-25 23:30:00.000003,0.0
2018-09-25 23:44:59.999997,0.0
2018-09-26 00:00:00.000000,0.0
2018-09-26 00:15:00.000003,0.0
2018-09-26 00:29:59.999997,0.0
2018-09-26 00:45:00.000000,0.0
2018-09-26 01:00:00.000003,0.0
2018-09-26 01:14:59.999997,0.0
2018-09-26 01:30:00.000000,0.0
2018-09-26 01:45:00.000003,0.0
2018-09-26 01:59:59.999997,0.0
2018-09-26 02:15:00.000000,0.0
2018-09-26 02:30:00.000003,0.0
2018-09-26 02:44:59.999997,0.0
2018-09-26 03:00:00.000000,0.0
2018-09-26 03:15:00.000003,0.0
2018-09-26 03:29:59.999997,0.0
2018-09-26 03:45:00.000000,0.0
2018-09-26 04:00:00.000003,0.0
2018-09-26 04:14:59.999997,0.0
2018-09-26 04:30:00.000000,0.0
2018-09-26 04:45:00.000003,0.0
2018-09-26 04:59:59.999997,0.0
2018-09-26 05:15:00.000000,0.0
2018-09-26 05:30:00.000003,0.0
2018-09-26 05:44:59.999997,0.0
2018-09-26 06:00:00.000000,0.0
2018-09-26 06:15:00.000003,0.0
2018-09-26 06:29:59.999997,0.0
2018-09-26 06:45:00.000000,0.0
2018-09-26 07:00:00.000003,0.0
2018-09-26 07:14:59.999997,0.0
2018-09-26 07:30:00.000000,0.0
2018-09-26 07:45:00.000003,0.0
2018-09-26 07:59:59.999997,0.0
2018-09-26 08:15:00.000000,0.0
2018-09-26 08:30:00.000003,0.0
2018-09-26 08:44:59.999997,0.0
2018-09-26 09:00:00.000000,0.0
2018-09-26 09:15:00.000003,0.0
2018-09-26 09:29:59.999997,0.0
2018-09-26 09:45:00.000000,0.0
2018-09-26 10:00:00.000003,0.0
2018-09-26 10:14:59.999997,0.0
2018-09-26 10:30:00.000000,0.0
2018-09-26 10:45:00.000003,0.0
2018-09-26 10:59:59.999997,0.0
2018-09-26 11:15:00.000000,0.0
2018-09-26 11:30:00.000003,0.0
2018-09-26 11:44:59.999997,0.0
2018-09-26 12:00:00.000000,0.0
2018-09-26 12:15:00.000003,0.0
2018-09-26 12:29:59.999997,0.0
2018-09-26 12:45:00.000000,0.0
2018-09-26 13:00:00.000003,0.0
2018-09-26 13:14:59.999997,0.0
2018-09-26 13:30:00.000000,0.0
2018-09-26 13:45:00.000003,0.0
2018-09-26 13:59:59.999997,0.0
2018-09-26 14:15:00.000000,0.0
2018-09-26 14:30:00.000003,0.0
2018-09-26 14:44:59.999997,0.0
2018-09-26 15:00:00.000000,0.0
2018-09-26 15:15:00.000003,0.0
2018-09-26 15:29:59.999997,0.0
2018-09-26 15:45:00.000000,0.0
2018-09-26 16:00:00.000003,0.0
2018-09-26 16:14:59.999997,0.0
2018-09-26 16:30:00.000000,0.0
2018-09-26 16:45:00.000003,0.0
2018-09-26 16:59:59.999997,0.0
2018-09-26 17:15:00.000000,0.0
2018-09-26 17:30:00.000003,0.0
2018-09-26 17:44:59.999997,0.0
2018-09-26 18:00:00.000000,0.0
2018-09-26 18:15:00.000003,0.0
2018-09-26 18:29:59.999997,0.0
2018-09-26 18:45:00.000000,0.0
2018-09-26 19:00:00.000003,0.0
2018-09-26 19:14:59.999997,0.0
2018-09-26 19:30:00.000000,0.0
2018-09-26 19:45:00.000003,0.0
2018-09-26 19:59:59.999997,0.0
2018-09-26 20:15:00.000000,0.0
2018-09-26 20:30:00.000003,0.0
2018-09-26 20:44:59.999997,0.0
2018-09-26 21:00:00.000000,0.0
2018-09-26 21:15:00.000003,0.0
2018-09-26 21:29:59.999997,0.0
2018-09-26 21:45:00.000000,0.0
2018-09-26 22:00:00.000003,0.0
2018-09-26 22:14:59.999997,0.0
2018-09-26 22:30:00.000000,0.0
2018-09-26 22:45:00.000003,0.0
2018-09-26 22:59:59.999997,0.0
2018-09-26 23:15:00.000000,0.0
2018-09-26 23:30:00.000003,0.0
2018-09-26 23:44:59.999997,0.0
2018-09-27 00:00:00.000000,0.0
2018-09-27 00:15:00.000003,0.0
2018-09-27 00:29:59.999997,0.0
2018-09-27 00:45:00.000000,0.0
2018-09-27 01:00:00.000003,0.0
2018-09-27 01:14:59.999997,0.0
2018-09-27 01:30:00.000000,0.0
2018-09-27 01:45:00.000003,0.0
2018-09-27 01:59:59.999997,0.0
2018-09-27 02:15:00.000000,0.0
2018-09-27 02:30:00.000003,0.0
2018-09-27 02:44:59.999997,0.0
2018-09-27 03:00:00.000000,0.0
2018-09-27 03:15:00.000003,0.0
2018-09-27 03:29:59.999997,0.0
2018-09-27 03:45:00.000000,0.0
2018-09-27 04:00:00.000003,0.0
2018-09-27 04:14:59.999997,0.0
2018-09-27 04:30:00.000000,0.0
2018-09-27 04:45:00.000003,0.0
2018-09-27 04:59:59.999997,0.0
2018-09-27 05:15:00.000000,0.0
2018-09-27 05:30:00.000003,0.0
2018-09-27 05:44:59.999997,0.0
2018-09-27 06:00:00.000000,0.0
2018-09-27 06:15:00.000003,0.0
